osm_id,ags,ort,plz,landkreis,bundesland
422923,14729060,Borsdorf,04451,Landkreis Leipzig,Sachsen
169213,10044122,Bous,66359,Landkreis Saarlouis,Saarland
1310637,14626060,Boxberg/O.L. - Hamor,02943,Landkreis Görlitz,Sachsen
422924,14729070,Brandis,04821,Landkreis Leipzig,Sachsen
422924,14729070,Brandis,04824,Landkreis Leipzig,Sachsen
2406073,15088065,Braunsbedra,06242,Saalekreis,Sachsen-Anhalt
2406073,15088065,Braunsbedra,06259,Saalekreis,Sachsen-Anhalt
1322840,12071028,Briesen,03096,Landkreis Spree-Neiße,Brandenburg
394337,13072018,Bröbberow,18258,Landkreis Rostock,Mecklenburg-Vorpommern
2676469,13072019,Broderstorf,18184,Landkreis Rostock,Mecklenburg-Vorpommern
1322901,12066041,Bronkow,03205,Landkreis Oberspreewald-Lausitz,Brandenburg
2397423,15087101,Brücken-Hackpfüffel,06528,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
168481,05362012,Brühl,50321,Rhein-Erft-Kreis,Nordrhein-Westfalen
1322838,12071032,Burg (Spreewald),03096,Landkreis Spree-Neiße,Brandenburg
1307624,14625060,Burkau - Porchow,01906,Landkreis Bautzen,Sachsen
1959687,13072020,Bützow,18246,Landkreis Rostock,Mecklenburg-Vorpommern
1388878,12061061,Byhleguhre-Byhlen,15913,Landkreis Dahme-Spreewald,Brandenburg
1322899,12066052,Calau,03205,Landkreis Oberspreewald-Lausitz,Brandenburg
393335,13072021,Cammin,18195,Landkreis Rostock,Mecklenburg-Vorpommern
394335,13072022,Carinerland,18233,Landkreis Rostock,Mecklenburg-Vorpommern
535242,14730050,Cavertitz,04758,Landkreis Nordsachsen,Sachsen
422336,14729080,Colditz,04680,Landkreis Leipzig,Sachsen
1303793,12062088,Crinitz,03246,Landkreis Elbe-Elster,Brandenburg
1307667,14625080,Crostwitz - Chrósćicy,01920,Landkreis Bautzen,Sachsen
1309661,14625090,Cunewalde,02733,Landkreis Bautzen,Sachsen
158155,05366012,Dahlem,53949,Kreis Euskirchen,Nordrhein-Westfalen
535251,14730060,Dahlen,04774,Landkreis Nordsachsen,Sachsen
1979183,13072023,Dahmen,17166,Landkreis Rostock,Mecklenburg-Vorpommern
1996946,13072024,Dalkendorf,17166,Landkreis Rostock,Mecklenburg-Vorpommern
1446664,03154004,Danndorf,38461,Landkreis Helmstedt,Niedersachsen
444742,14730070,Delitzsch,04509,Landkreis Nordsachsen,Sachsen
1307622,14625100,Demitz-Thumitz,01877,Landkreis Bautzen,Sachsen
1184561,10044111,Dillingen/Saar,66763,Landkreis Saarlouis,Saarland
1322842,12071041,Dissen-Striesow,03096,Landkreis Spree-Neiße,Brandenburg
1965797,13072026,Dobbin-Linstow,18292,Landkreis Rostock,Mecklenburg-Vorpommern
1322948,12062092,Doberlug-Kirchhain,03253,Landkreis Elbe-Elster,Brandenburg
1322603,12071044,Döbern,03159,Landkreis Spree-Neiße,Brandenburg
1309671,14625110,Doberschau-Gaußig - Dobruša-Huska,01877,Landkreis Bautzen,Sachsen
1309671,14625110,Doberschau-Gaußig - Dobruša-Huska,02633,Landkreis Bautzen,Sachsen
1309671,14625110,Doberschau-Gaußig - Dobruša-Huska,02692,Landkreis Bautzen,Sachsen
446698,14730080,Doberschütz,04838,Landkreis Nordsachsen,Sachsen
2778469,16077003,Dobitschen,04626,Landkreis Altenburger Land,Thüringen
1971864,13072027,Dolgen am See,18299,Landkreis Rostock,Mecklenburg-Vorpommern
446701,14730090,Dommitzsch,04880,Landkreis Nordsachsen,Sachsen
168449,05162004,Dormagen,41539,Rhein-Kreis Neuss,Nordrhein-Westfalen
168449,05162004,Dormagen,41540,Rhein-Kreis Neuss,Nordrhein-Westfalen
168449,05162004,Dormagen,41541,Rhein-Kreis Neuss,Nordrhein-Westfalen
168449,05162004,Dormagen,41542,Rhein-Kreis Neuss,Nordrhein-Westfalen
1322809,12071052,Drachhausen,03185,Landkreis Spree-Neiße,Brandenburg
1389403,12061097,Drahnsdorf,15938,Landkreis Dahme-Spreewald,Brandenburg
1322549,12071057,Drebkau,03116,Landkreis Spree-Neiße,Brandenburg
1963381,13072028,Dreetz,18249,Landkreis Rostock,Mecklenburg-Vorpommern
1322807,12071060,Drehnow,03185,Landkreis Spree-Neiße,Brandenburg
446702,14730100,Dreiheide,04860,Landkreis Nordsachsen,Sachsen
2404191,15084115,Droyßig,06722,Burgenlandkreis,Sachsen-Anhalt
394342,13072029,Dummerstorf,18196,Landkreis Rostock,Mecklenburg-Vorpommern
163046,05358008,Düren,52349,Kreis Düren,Nordrhein-Westfalen
163046,05358008,Düren,52351,Kreis Düren,Nordrhein-Westfalen
163046,05358008,Düren,52353,Kreis Düren,Nordrhein-Westfalen
163046,05358008,Düren,52355,Kreis Düren,Nordrhein-Westfalen
1311100,14626070,Dürrhennersdorf,02708,Landkreis Görlitz,Sachsen
1605089,14626085,Ebersbach-Neugersdorf,02727,Landkreis Görlitz,Sachsen
1605089,14626085,Ebersbach-Neugersdorf,02730,Landkreis Görlitz,Sachsen
2402487,15084125,Eckartsberga,06648,Burgenlandkreis,Sachsen-Anhalt
2397424,15087125,Edersleben,06528,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
55773,12061112,Eichwalde,15732,Landkreis Dahme-Spreewald,Brandenburg
445965,14730110,Eilenburg,04838,Landkreis Nordsachsen,Sachsen
390655,13072030,Elmenhorst/Lichtenhagen,18107,Landkreis Rostock,Mecklenburg-Vorpommern
168468,05362016,Elsdorf,50189,Rhein-Erft-Kreis,Nordrhein-Westfalen
534445,14730120,Elsnig,04880,Landkreis Nordsachsen,Sachsen
2404585,15084130,Elsteraue,06729,Burgenlandkreis,Sachsen-Anhalt
1309584,14625120,Elsterheide - Halštrowska Hola,02979,Landkreis Bautzen,Sachsen
420241,14729100,Elstertrebnitz,04523,Landkreis Leipzig,Sachsen
1303791,12062124,Elsterwerda,04910,Landkreis Elbe-Elster,Brandenburg
1307660,14625130,Elstra - Halštrow,01920,Landkreis Bautzen,Sachsen
1184563,10044123,Ensdorf/Saar,66806,Landkreis Saarlouis,Saarland
168482,05362020,Erftstadt,50374,Rhein-Erft-Kreis,Nordrhein-Westfalen
67333,05370004,Erkelenz,41812,Kreis Heinsberg,Nordrhein-Westfalen
157995,05334012,Eschweiler,52249,Städteregion Aachen,Nordrhein-Westfalen
1403657,05366016,Euskirchen,53879,Kreis Euskirchen,Nordrhein-Westfalen
1403657,05366016,Euskirchen,53881,Kreis Euskirchen,Nordrhein-Westfalen
1303469,12062128,Falkenberg/Elster,04895,Landkreis Elbe-Elster,Brandenburg
2406525,15088100,Farnstädt,06279,Saalekreis,Sachsen-Anhalt
1322602,12071074,Felixsee,03130,Landkreis Spree-Neiße,Brandenburg
1303813,12062134,Fichtwald,04936,Landkreis Elbe-Elster,Brandenburg
2020633,13072031,Finkenthal,17179,Landkreis Rostock,Mecklenburg-Vorpommern
2402383,15084132,Finne,06647,Burgenlandkreis,Sachsen-Anhalt
2402403,15084133,Finneland,06647,Burgenlandkreis,Sachsen-Anhalt
1322947,12062140,Finsterwalde,03238,Landkreis Elbe-Elster,Brandenburg
2714341,16077005,Fockendorf,04617,Landkreis Altenburger Land,Thüringen
1322605,12071076,Forst (Lausitz) - Baršć,03149,Landkreis Spree-Neiße,Brandenburg
1307627,14625140,Frankenthal,01909,Landkreis Bautzen,Sachsen
1314279,12066064,Frauendorf,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
168477,05362024,Frechen,50226,Rhein-Erft-Kreis,Nordrhein-Westfalen
1446659,03154005,Frellstedt,38373,Landkreis Helmstedt,Niedersachsen
2403718,15084135,Freyburg (Unstrut),06632,Burgenlandkreis,Sachsen-Anhalt
419191,10041511,Friedrichsthal,66299,Regionalverband Saarbrücken,Saarland
422238,14729140,Frohburg,04654,Landkreis Leipzig,Sachsen
158444,05978012,Fröndenberg/Ruhr,58730,Kreis Unna,Nordrhein-Westfalen
1310516,14626100,Gablenz - Jabłońc,02953,Landkreis Görlitz,Sachsen
158028,05370008,Gangelt,52538,Kreis Heinsberg,Nordrhein-Westfalen
157489,05370012,Geilenkirchen,52511,Kreis Heinsberg,Nordrhein-Westfalen
422239,14729150,Geithain,04643,Landkreis Leipzig,Sachsen
393346,13072032,Gelbensande,18182,Landkreis Rostock,Mecklenburg-Vorpommern
2408251,15087165,Gerbstedt,06347,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
2714342,16077007,Gerstenberg,04617,Landkreis Altenburger Land,Thüringen
1446644,03154006,Gevensleben,38384,Landkreis Helmstedt,Niedersachsen
1976639,13072033,Glasewitz,18276,Landkreis Rostock,Mecklenburg-Vorpommern
2403719,15084150,Gleina,06632,Burgenlandkreis,Sachsen-Anhalt
393357,13072034,Gnewitz,18195,Landkreis Rostock,Mecklenburg-Vorpommern
2027763,13072035,Gnoien,17179,Landkreis Rostock,Mecklenburg-Vorpommern
1309677,14625150,Göda - Hodźij,02633,Landkreis Bautzen,Sachsen
2406473,15088025,Goethestadt Bad Lauchstädt,06246,Saalekreis,Sachsen-Anhalt
2778472,16077008,Göhren,04603,Landkreis Altenburger Land,Thüringen
2778473,16077009,Göllnitz,04626,Landkreis Altenburger Land,Thüringen
1389402,12061164,Golßen,15938,Landkreis Dahme-Spreewald,Brandenburg
2778474,16077011,Göpfersdorf,04618,Landkreis Altenburger Land,Thüringen
1322955,12062177,Gorden-Staupitz,03238,Landkreis Elbe-Elster,Brandenburg
409676,14626110,Görlitz,02826,Landkreis Görlitz,Sachsen
409676,14626110,Görlitz,02827,Landkreis Görlitz,Sachsen
409676,14626110,Görlitz,02828,Landkreis Görlitz,Sachsen
2403779,15084170,Goseck,06667,Burgenlandkreis,Sachsen-Anhalt
2449570,16077012,Gößnitz,04639,Landkreis Altenburger Land,Thüringen
393349,13072036,Graal-Müritz,18181,Landkreis Rostock,Mecklenburg-Vorpommern
1446636,03154007,Grafhorst,38462,Landkreis Helmstedt,Niedersachsen
393338,13072037,Grammow,18195,Landkreis Rostock,Mecklenburg-Vorpommern
1446640,03154008,Grasleben,38368,Landkreis Helmstedt,Niedersachsen
168489,05162008,Grevenbroich,41515,Rhein-Kreis Neuss,Nordrhein-Westfalen
168489,05162008,Grevenbroich,41516,Rhein-Kreis Neuss,Nordrhein-Westfalen
168489,05162008,Grevenbroich,41517,Rhein-Kreis Neuss,Nordrhein-Westfalen
422342,14729160,Grimma,04668,Landkreis Leipzig,Sachsen
1303788,12062196,Gröden,04932,Landkreis Elbe-Elster,Brandenburg
420242,14729170,Groitzsch,04539,Landkreis Leipzig,Sachsen
1310452,14626120,Groß Düben - Dźěwin,02953,Landkreis Görlitz,Sachsen
1310452,14626120,Groß Düben - Dźěwin,02959,Landkreis Görlitz,Sachsen
1309634,14625160,Großdubrau - Wulka Dubrawa,02694,Landkreis Bautzen,Sachsen
1307623,14625170,Großharthau,01909,Landkreis Bautzen,Sachsen
1314223,12066104,Großkmehlen,01990,Landkreis Oberspreewald-Lausitz,Brandenburg
1389638,12061192,Groß Köris,15746,Landkreis Dahme-Spreewald,Brandenburg
1307643,14625180,Großnaundorf,01936,Landkreis Bautzen,Sachsen
283733,14729190,Großpösna,04463,Landkreis Leipzig,Sachsen
1309675,14625190,Großpostwitz/O.L. - Budestecy,02692,Landkreis Bautzen,Sachsen
1314217,12066112,Großräschen,01983,Landkreis Oberspreewald-Lausitz,Brandenburg
1996947,13072038,Groß Roge,17166,Landkreis Rostock,Mecklenburg-Vorpommern
2321798,14625200,Großröhrsdorf,01900,Landkreis Bautzen,Sachsen
1184874,10041512,Großrosseln,66352,Regionalverband Saarbrücken,Saarland
1322607,12071153,Groß Schacksdorf-Simmersdorf,03149,Landkreis Spree-Neiße,Brandenburg
418124,14626140,Großschönau,02779,Landkreis Görlitz,Sachsen
418124,14626140,Großschönau,02799,Landkreis Görlitz,Sachsen
422761,14626150,Großschweidnitz,02708,Landkreis Görlitz,Sachsen
1964340,13072039,Groß Schwiesow,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1303790,12062208,Großthiemig,04932,Landkreis Elbe-Elster,Brandenburg
1446662,03154009,Groß Twülpstedt,38464,Landkreis Helmstedt,Niedersachsen
1979184,13072040,Groß Wokern,17166,Landkreis Rostock,Mecklenburg-Vorpommern
2029538,13072041,Groß Wüstenfelde,17168,Landkreis Rostock,Mecklenburg-Vorpommern
1314281,12066116,Grünewald,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
1351322,12071160,Guben,03172,Landkreis Spree-Neiße,Brandenburg
1322839,12071164,Guhrow,03096,Landkreis Spree-Neiße,Brandenburg
1959688,13072042,Gülzow-Prüzen,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1971863,13072043,Güstrow,18273,Landkreis Rostock,Mecklenburg-Vorpommern
1314282,12066120,Guteborn,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
2404546,15084207,Gutenborn,06712,Burgenlandkreis,Sachsen-Anhalt
1964776,13072044,Gutow,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1311141,14626160,Hähnichen,02923,Landkreis Görlitz,Sachsen
418126,14626170,Hainewalde,02779,Landkreis Görlitz,Sachsen
1389621,12061216,Halbe,15757,Landkreis Dahme-Spreewald,Brandenburg
2714343,16077015,Haselbach,04617,Landkreis Altenburger Land,Thüringen
1307649,14625220,Haselbachtal,01920,Landkreis Bautzen,Sachsen
1389444,12061219,Heideblick,15926,Landkreis Dahme-Spreewald,Brandenburg
1322951,12062219,Heideland,03238,Landkreis Elbe-Elster,Brandenburg
1352905,12061217,Heidesee,15754,Landkreis Dahme-Spreewald,Brandenburg
162469,05358012,Heimbach,52396,Kreis Düren,Nordrhein-Westfalen
1322805,12071176,Heinersbrück,03185,Landkreis Spree-Neiße,Brandenburg
158026,05370016,Heinsberg,52525,Kreis Heinsberg,Nordrhein-Westfalen
2409459,15087205,Helbra,06311,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
158157,05366020,Hellenthal,53940,Kreis Euskirchen,Nordrhein-Westfalen
1446649,03154028,Helmstedt,38350,Landkreis Helmstedt,Niedersachsen
1446649,03154028,Helmstedt,38372,Landkreis Helmstedt,Niedersachsen
2409460,15087210,Hergisdorf,06313,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
1314278,12066124,Hermsdorf,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
418716,14626180,Herrnhut,02747,Landkreis Görlitz,Sachsen
1303473,12062224,Herzberg (Elster),04916,Landkreis Elbe-Elster,Brandenburg
157992,05334016,Herzogenrath,52134,Städteregion Aachen,Nordrhein-Westfalen
2408511,15087220,Hettstedt,06333,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
2778475,16077016,Heukewalde,04626,Landkreis Altenburger Land,Thüringen
1184871,10041513,Heusweiler,66265,Regionalverband Saarbrücken,Saarland
2778476,16077017,Heyersdorf,04626,Landkreis Altenburger Land,Thüringen
1303794,12062232,Hirschfeld,04932,Landkreis Elbe-Elster,Brandenburg
1309660,14625230,Hochkirch - Bukecy,02627,Landkreis Bautzen,Sachsen
1314274,12066132,Hohenbocka,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
1303816,12062237,Hohenbucko,04936,Landkreis Elbe-Elster,Brandenburg
1979185,13072045,Hohen Demzin,17166,Landkreis Rostock,Mecklenburg-Vorpommern
1310797,14626190,Hohendubrau - Wysoka Dubrawa,02906,Landkreis Görlitz,Sachsen
394347,13072047,Hohenfelde,18209,Landkreis Rostock,Mecklenburg-Vorpommern
394347,13072047,Hohenfelde,18211,Landkreis Rostock,Mecklenburg-Vorpommern
1303789,12062240,Hohenleipisch,04934,Landkreis Elbe-Elster,Brandenburg
2405131,15084235,Hohenmölsen,06679,Burgenlandkreis,Sachsen-Anhalt
1964341,13072046,Hohen Sprenz,18299,Landkreis Rostock,Mecklenburg-Vorpommern
158415,05978016,Holzwickede,59439,Kreis Unna,Nordrhein-Westfalen
1965798,13072048,Hoppenrade,18292,Landkreis Rostock,Mecklenburg-Vorpommern
1316261,14626200,Horka,02923,Landkreis Görlitz,Sachsen
409630,14625240,Hoyerswerda - Wojerecy,02977,Landkreis Bautzen,Sachsen
158005,05370020,Hückelhoven,41836,Kreis Heinsberg,Nordrhein-Westfalen
163315,05358016,Hürtgenwald,52393,Kreis Düren,Nordrhein-Westfalen
162473,05362028,Hürth,50354,Rhein-Erft-Kreis,Nordrhein-Westfalen
162463,05358020,Inden,52459,Kreis Düren,Nordrhein-Westfalen
1388734,12061224,Jamlitz,15868,Landkreis Dahme-Spreewald,Brandenburg
1322604,12071189,Jämlitz-Klein Düben,03130,Landkreis Spree-Neiße,Brandenburg
1322810,12071193,Jänschwalde,03172,Landkreis Spree-Neiße,Brandenburg
1322810,12071193,Jänschwalde,03197,Landkreis Spree-Neiße,Brandenburg
1446656,03154012,Jerxheim,38381,Landkreis Helmstedt,Niedersachsen
445964,14730140,Jesewitz,04838,Landkreis Nordsachsen,Sachsen
2778477,16077018,Jonaswalde,04626,Landkreis Altenburger Land,Thüringen
418118,14626210,Jonsdorf,02796,Landkreis Görlitz,Sachsen
2020634,13072049,Jördenstorf,17168,Landkreis Rostock,Mecklenburg-Vorpommern
168486,05162012,Jüchen,41363,Rhein-Kreis Neuss,Nordrhein-Westfalen
158408,05358024,Jülich,52428,Kreis Düren,Nordrhein-Westfalen
1958440,13072050,Jürgenshagen,18246,Landkreis Rostock,Mecklenburg-Vorpommern
168485,05162016,Kaarst,41564,Rhein-Kreis Neuss,Nordrhein-Westfalen
2406436,15088150,Kabelsketal,06184,Saalekreis,Sachsen-Anhalt
2354399,15084246,Kaiserpfalz,06642,Burgenlandkreis,Sachsen-Anhalt
158158,05366024,Kall,53925,Kreis Euskirchen,Nordrhein-Westfalen
158453,05978020,Kamen,59174,Kreis Unna,Nordrhein-Westfalen
1307664,14625250,Kamenz - Kamjenc,01917,Landkreis Bautzen,Sachsen
2396084,15084250,Karsdorf,06638,Burgenlandkreis,Sachsen-Anhalt
1389404,12061244,Kasel-Golzig,15938,Landkreis Dahme-Spreewald,Brandenburg
1963817,13072051,Kassow,18258,Landkreis Rostock,Mecklenburg-Vorpommern
2397448,15087250,Kelbra (Kyffhäuser),06537,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
168483,05362032,Kerpen,50169,Rhein-Erft-Kreis,Nordrhein-Westfalen
168483,05362032,Kerpen,50170,Rhein-Erft-Kreis,Nordrhein-Westfalen
168483,05362032,Kerpen,50171,Rhein-Erft-Kreis,Nordrhein-Westfalen
420482,14729220,Kitzscher,04567,Landkreis Leipzig,Sachsen
1958441,13072053,Klein Belitz,18246,Landkreis Rostock,Mecklenburg-Vorpommern
454540,10041514,Kleinblittersdorf,66271,Regionalverband Saarbrücken,Saarland
1964777,13072055,Klein Upahl,18276,Landkreis Rostock,Mecklenburg-Vorpommern
2409461,15087260,Klostermansfeld,06308,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
1311140,14626230,Kodersdorf,02923,Landkreis Görlitz,Sachsen
1322843,12071244,Kolkwitz,03099,Landkreis Spree-Neiße,Brandenburg
913783,14625270,Königsbrück,01936,Landkreis Bautzen,Sachsen
1311108,14626240,Königshain,02829,Landkreis Görlitz,Sachsen
1446661,03154013,Königslutter am Elm,38154,Landkreis Helmstedt,Niedersachsen
1307708,14625280,Königswartha - Rakecy,02699,Landkreis Bautzen,Sachsen
55777,12061260,Königs Wusterhausen,15711,Landkreis Dahme-Spreewald,Brandenburg
55777,12061260,Königs Wusterhausen,15712,Landkreis Dahme-Spreewald,Brandenburg
55777,12061260,Königs Wusterhausen,15713,Landkreis Dahme-Spreewald,Brandenburg
168487,05162020,Korschenbroich,41352,Rhein-Kreis Neuss,Nordrhein-Westfalen
2090553,15082180,Köthen (Anhalt),06366,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
2090553,15082180,Köthen (Anhalt),06369,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
2090553,15082180,Köthen (Anhalt),06388,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
2754880,14626245,Kottmar,02708,Landkreis Görlitz,Sachsen
2754880,14626245,Kottmar,02739,Landkreis Görlitz,Sachsen
1964778,13072056,Krakow am See,18292,Landkreis Rostock,Mecklenburg-Vorpommern
1311127,14626250,Krauschwitz - Krušwica,02957,Landkreis Görlitz,Sachsen
1389279,12061265,Krausnick-Groß Wasserburg,15910,Landkreis Dahme-Spreewald,Brandenburg
1311119,14626260,Kreba-Neudorf - Chrjebja-Nowa Wjes,02906,Landkreis Görlitz,Sachsen
1303471,12062282,Kremitzaue,04916,Landkreis Elbe-Elster,Brandenburg
1303471,12062282,Kremitzaue,04936,Landkreis Elbe-Elster,Brandenburg
2404547,15084275,Kretzschau,06712,Burgenlandkreis,Sachsen-Anhalt
163314,05358028,Kreuzau,52372,Kreis Düren,Nordrhein-Westfalen
2778479,16077022,Kriebitzsch,04617,Landkreis Altenburger Land,Thüringen
394344,13072057,Kritzmow,18198,Landkreis Rostock,Mecklenburg-Vorpommern
394329,13072058,Kröpelin,18236,Landkreis Rostock,Mecklenburg-Vorpommern
1314283,12066168,Kroppen,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
445990,14730150,Krostitz,04509,Landkreis Nordsachsen,Sachsen
1309658,14625290,Kubschütz - Kubšicy,02627,Landkreis Bautzen,Sachsen
1965799,13072059,Kuchelmiß,18292,Landkreis Rostock,Mecklenburg-Vorpommern
394350,13072060,Kühlungsborn,18225,Landkreis Rostock,Mecklenburg-Vorpommern
1976640,13072061,Kuhs,18276,Landkreis Rostock,Mecklenburg-Vorpommern
9682019,13072062,Laage,18299,Landkreis Rostock,Mecklenburg-Vorpommern
1976641,13072063,Lalendorf,18279,Landkreis Rostock,Mecklenburg-Vorpommern
394345,13072064,Lambrechtshagen,18069,Landkreis Rostock,Mecklenburg-Vorpommern
2407132,15088195,Landsberg,06188,Saalekreis,Sachsen-Anhalt
2778480,16077023,Langenleuba-Niederhain,04618,Landkreis Altenburger Land,Thüringen
162550,05358032,Langerwehe,52379,Kreis Düren,Nordrhein-Westfalen
2402524,15084282,Lanitz-Hassel-Tal,06628,Burgenlandkreis,Sachsen-Anhalt
2402461,15084285,Laucha an der Unstrut,06636,Burgenlandkreis,Sachsen-Anhalt
1314225,12066176,Lauchhammer,01979,Landkreis Oberspreewald-Lausitz,Brandenburg
446697,14730160,Laußig,04838,Landkreis Nordsachsen,Sachsen
446697,14730160,Laußig,04849,Landkreis Nordsachsen,Sachsen
913785,14625300,Laußnitz,01936,Landkreis Bautzen,Sachsen
1309583,14625310,Lauta,02991,Landkreis Bautzen,Sachsen
1311097,14626270,Lawalde,02708,Landkreis Görlitz,Sachsen
1184559,10044112,Lebach,66822,Landkreis Saarlouis,Saarland
1303814,12062289,Lebusa,04936,Landkreis Elbe-Elster,Brandenburg
1446638,03154014,Lehre,38165,Landkreis Helmstedt,Niedersachsen
2020635,13072066,Lelkendorf,17168,Landkreis Rostock,Mecklenburg-Vorpommern
2405941,15088205,Leuna,06237,Saalekreis,Sachsen-Anhalt
418710,14626280,Leutersdorf,02794,Landkreis Görlitz,Sachsen
1307640,14625320,Lichtenberg,01896,Landkreis Bautzen,Sachsen
1322949,12062293,Lichterfeld-Schacksdorf,03238,Landkreis Elbe-Elster,Brandenburg
1388733,12061308,Lieberose,15868,Landkreis Dahme-Spreewald,Brandenburg
535250,14730170,Liebschützberg,04758,Landkreis Nordsachsen,Sachsen
1314220,12066188,Lindenau,01945,Landkreis Oberspreewald-Lausitz,Brandenburg
158394,05358036,Linnich,52441,Kreis Düren,Nordrhein-Westfalen
418120,14626290,Löbau,02708,Landkreis Görlitz,Sachsen
2778482,16077026,Löbichau,04626,Landkreis Altenburger Land,Thüringen
445992,14730180,Löbnitz,04509,Landkreis Nordsachsen,Sachsen
2778483,16077027,Lödla,04617,Landkreis Altenburger Land,Thüringen
1964779,13072067,Lohmen,18276,Landkreis Rostock,Mecklenburg-Vorpommern
1309581,14625330,Lohsa - Łaz,02999,Landkreis Bautzen,Sachsen
422918,14729245,Lossatal,04808,Landkreis Leipzig,Sachsen
1322898,12066196,Lübbenau/Spreewald,03222,Landkreis Oberspreewald-Lausitz,Brandenburg
1389285,12061316,Lübben (Spreewald),15907,Landkreis Dahme-Spreewald,Brandenburg
1263711,16077028,Lucka,04613,Landkreis Altenburger Land,Thüringen
1322897,12066202,Luckaitztal,03229,Landkreis Oberspreewald-Lausitz,Brandenburg
1389443,12061320,Luckau,15926,Landkreis Dahme-Spreewald,Brandenburg
158454,05978024,Lünen,44532,Kreis Unna,Nordrhein-Westfalen
158454,05978024,Lünen,44534,Kreis Unna,Nordrhein-Westfalen
158454,05978024,Lünen,44536,Kreis Unna,Nordrhein-Westfalen
1964350,13072069,Lüssow,18276,Landkreis Rostock,Mecklenburg-Vorpommern
2409291,15087130,Lutherstadt Eisleben,06295,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
2405267,15084315,Lützen,06686,Burgenlandkreis,Sachsen-Anhalt
422922,14729250,Machern,04827,Landkreis Leipzig,Sachsen
2678596,14625340,Malschwitz - Malešecy,02694,Landkreis Bautzen,Sachsen
2409462,15087275,Mansfeld,06343,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
1446633,03154015,Mariental,38368,Landkreis Helmstedt,Niedersachsen
1311107,14626300,Markersdorf,02829,Landkreis Görlitz,Sachsen
1389676,12061328,Märkisch Buchholz,15748,Landkreis Dahme-Spreewald,Brandenburg
1389281,12061329,Märkische Heide,15913,Landkreis Dahme-Spreewald,Brandenburg
93399,14729260,Markkleeberg,04416,Landkreis Leipzig,Sachsen
420238,14729270,Markranstädt,04420,Landkreis Leipzig,Sachsen
1322945,12062333,Massen-Niederlausitz,03238,Landkreis Elbe-Elster,Brandenburg
1322945,12062333,Massen-Niederlausitz,03246,Landkreis Elbe-Elster,Brandenburg
158142,05366028,Mechernich,53894,Kreis Euskirchen,Nordrhein-Westfalen
161503,05162022,Meerbusch,40667,Rhein-Kreis Neuss,Nordrhein-Westfalen
161503,05162022,Meerbusch,40668,Rhein-Kreis Neuss,Nordrhein-Westfalen
161503,05162022,Meerbusch,40670,Rhein-Kreis Neuss,Nordrhein-Westfalen
2778484,16077031,Mehna,04626,Landkreis Altenburger Land,Thüringen
2404162,15084013,Meineweh,06721,Burgenlandkreis,Sachsen-Anhalt
2406260,15088220,Merseburg,06217,Saalekreis,Sachsen-Anhalt
2404010,15084335,Mertendorf,06618,Burgenlandkreis,Sachsen-Anhalt
1303795,12062336,Merzdorf,04932,Landkreis Elbe-Elster,Brandenburg
163310,05358040,Merzenich,52399,Kreis Düren,Nordrhein-Westfalen
1263715,16077032,Meuselwitz,04610,Landkreis Altenburger Land,Thüringen
1964351,13072071,Mistorf,18276,Landkreis Rostock,Mecklenburg-Vorpommern
418127,14626310,Mittelherwigsdorf,02763,Landkreis Görlitz,Sachsen
55771,12061332,Mittenwalde,15749,Landkreis Dahme-Spreewald,Brandenburg
446699,14730190,Mockrehna,04862,Landkreis Nordsachsen,Sachsen
2404040,15084341,Molauer Land,06618,Burgenlandkreis,Sachsen-Anhalt
393340,13072072,Mönchhagen,18182,Landkreis Rostock,Mecklenburg-Vorpommern
158020,05334020,Monschau,52156,Städteregion Aachen,Nordrhein-Westfalen
2778485,16077034,Monstab,04617,Landkreis Altenburger Land,Thüringen
2406074,15088235,Mücheln (Geiseltal),06249,Saalekreis,Sachsen-Anhalt
2406074,15088235,Mücheln (Geiseltal),06255,Saalekreis,Sachsen-Anhalt
2406074,15088235,Mücheln (Geiseltal),06268,Saalekreis,Sachsen-Anhalt
2406074,15088235,Mücheln (Geiseltal),06632,Saalekreis,Sachsen-Anhalt
